id;baslangic_durak_no;bitis_durak_no;cikis_zaman;varis_zaman;arac_no;ana_hat_no;alt_hat_no
61588;841d;839d;2021-07-06 00:41:00;2021-07-06 00:42:00;371;31;0
61589;T31d;T29d;2021-07-06 00:38:00;2021-07-06 00:42:00;141;10;0
61590;839d;840d;2021-07-06 00:42:00;2021-07-06 00:42:00;371;31;0
61591;385d;2026d;2021-07-06 00:41:00;2021-07-06 00:42:00;207;17;0
61592; ;T17d;2021-07-06 00:41:00;2021-07-06 00:42:00;54;10;0
61593;6d;5d;2021-07-06 00:41:00;2021-07-06 00:42:00;509;65;0
61594;2109d;2110a;2021-07-06 00:42:00;2021-07-06 00:42:00;506;45;0
61595; ;T10d;2021-07-06 00:37:00;2021-07-06 00:42:00;44;10;0
61596;T12d;T11d;2021-07-06 00:41:00;2021-07-06 00:42:00;142;10;0
61597;1949d;2270d;2021-07-06 00:41:00;2021-07-06 00:42:00;483;60;0
61598;527d;528d;2021-07-06 00:42:00;2021-07-06 00:42:00;611;24;0
61599;5d;1678d;2021-07-06 00:41:00;2021-07-06 00:42:00;916;53;0
61600; ;T22a;2021-07-06 00:37:00;2021-07-06 00:42:00;60;10;0
61601; ;T2a;2021-07-06 00:37:00;2021-07-06 00:42:00;70;10;0
61602;840d;19d;2021-07-06 00:42:00;2021-07-06 00:42:00;371;31;0
61603;2026d;2025d;2021-07-06 00:42:00;2021-07-06 00:42:00;207;17;0
61604;528d;392d;2021-07-06 00:42:00;2021-07-06 00:43:00;611;24;0
61605;2110a;1436a;2021-07-06 00:42:00;2021-07-06 00:43:00;506;45;0
61606;T2a;T2d;2021-07-06 00:42:00;2021-07-06 00:43:00;70;10;0
61607;2270d;2269d;2021-07-06 00:42:00;2021-07-06 00:43:00;483;60;0
61608;592a;593d;2021-07-06 00:42:00;2021-07-06 00:43:00;411;79;0
61609; ;T26a;2021-07-06 00:37:00;2021-07-06 00:43:00;98;10;0
61610;2411d;21a;2021-07-06 00:41:00;2021-07-06 00:43:00;780;42;0
61611; ;T17d;2021-07-06 00:42:00;2021-07-06 00:43:00;54;10;0
61612;1622a;1623a;2021-07-06 00:42:00;2021-07-06 00:43:00;482;58;0
61613; ;T26d;2021-07-06 00:38:00;2021-07-06 00:43:00;97;10;0
61614;1678d;2282d;2021-07-06 00:42:00;2021-07-06 00:43:00;916;53;0
61615;2025d;379d;2021-07-06 00:42:00;2021-07-06 00:43:00;207;17;0
61616;1623a;2233a;2021-07-06 00:43:00;2021-07-06 00:43:00;482;58;0
61617;392d;529d;2021-07-06 00:43:00;2021-07-06 00:43:00;611;24;0
61618;1436a;1437d;2021-07-06 00:43:00;2021-07-06 00:43:00;506;45;0
61619; ;T29d;2021-07-06 00:38:00;2021-07-06 00:43:00;94;10;0
61620;21a;1014a;2021-07-06 00:43:00;2021-07-06 00:43:00;780;42;0
61621;2269d;2281d;2021-07-06 00:43:00;2021-07-06 00:43:00;483;60;0
61622; ;T4d;2021-07-06 00:38:00;2021-07-06 00:43:00;63;10;0
61623;5d;1678d;2021-07-06 00:42:00;2021-07-06 00:43:00;509;65;0
61624;2233a;1625a;2021-07-06 00:43:00;2021-07-06 00:43:00;482;58;0
61625;2282d;1396d;2021-07-06 00:43:00;2021-07-06 00:43:00;916;53;0
61626;T11d;T10d;2021-07-06 00:42:00;2021-07-06 00:43:00;142;10;0
61627;379d;380d;2021-07-06 00:43:00;2021-07-06 00:43:00;207;17;0
61628;593d;594d;2021-07-06 00:43:00;2021-07-06 00:43:00;411;79;0
61629; ;T17d;2021-07-06 00:43:00;2021-07-06 00:43:00;54;10;0
61630;2281d;1516d;2021-07-06 00:43:00;2021-07-06 00:43:00;483;60;0
61631;1014a;2215d;2021-07-06 00:43:00;2021-07-06 00:44:00;780;42;0
61632; ;T3d;2021-07-06 00:38:00;2021-07-06 00:44:00;96;10;0
61633;529d;1967d;2021-07-06 00:43:00;2021-07-06 00:44:00;611;24;0
61634;380d;381d;2021-07-06 00:43:00;2021-07-06 00:44:00;207;17;0
61635;594d;595d;2021-07-06 00:43:00;2021-07-06 00:44:00;411;79;0
61636;1625a;1626a;2021-07-06 00:43:00;2021-07-06 00:44:00;482;58;0
61637;1967d;1966d;2021-07-06 00:44:00;2021-07-06 00:44:00;611;24;0
61638;1437d;1438d;2021-07-06 00:43:00;2021-07-06 00:44:00;506;45;0
61639; ;T6a;2021-07-06 00:39:00;2021-07-06 00:44:00;47;10;0
61640; ;T15a;2021-07-06 00:39:00;2021-07-06 00:44:00;68;10;0
61641;1626a;1627a;2021-07-06 00:44:00;2021-07-06 00:44:00;482;58;0
61642;2215d;1126a;2021-07-06 00:44:00;2021-07-06 00:44:00;780;42;0
61643; ;T19d;2021-07-06 00:39:00;2021-07-06 00:44:00;77;10;0
61644;T29d;T28d;2021-07-06 00:42:00;2021-07-06 00:44:00;141;10;0
61645;1438d;1439d;2021-07-06 00:44:00;2021-07-06 00:44:00;506;45;0
61646;T10d;T9d;2021-07-06 00:43:00;2021-07-06 00:44:00;142;10;0
61647; ;T17d;2021-07-06 00:43:00;2021-07-06 00:44:00;54;10;0
61648;1678d;1679d;2021-07-06 00:43:00;2021-07-06 00:44:00;509;65;0
61649;1126a;1125a;2021-07-06 00:44:00;2021-07-06 00:44:00;780;42;0
61650;1627a;1395d;2021-07-06 00:44:00;2021-07-06 00:44:00;482;58;0
61651;1966d;1939a;2021-07-06 00:44:00;2021-07-06 00:45:00;611;24;0
61652;1439d;1440d;2021-07-06 00:44:00;2021-07-06 00:45:00;506;45;0
61653;595d;596d;2021-07-06 00:44:00;2021-07-06 00:45:00;411;79;0
61654;1516d;2448a;2021-07-06 00:43:00;2021-07-06 00:45:00;483;60;0
61655;1395d;1470d;2021-07-06 00:44:00;2021-07-06 00:45:00;482;58;0
61656;1125a;1124a;2021-07-06 00:44:00;2021-07-06 00:45:00;780;42;0
61657;1939a;483d;2021-07-06 00:45:00;2021-07-06 00:45:00;611;24;0
61658;596d;597d;2021-07-06 00:45:00;2021-07-06 00:45:00;411;79;0
61659; ;T17d;2021-07-06 00:44:00;2021-07-06 00:45:00;54;10;0
61660; ;T16a;2021-07-06 00:40:00;2021-07-06 00:45:00;53;10;0
61661;1124a;1123a;2021-07-06 00:45:00;2021-07-06 00:45:00;780;42;0
61662;483d;482d;2021-07-06 00:45:00;2021-07-06 00:45:00;611;24;0
61663; ;T5d;2021-07-06 00:40:00;2021-07-06 00:45:00;50;10;0
61664; ;T13a;2021-07-06 00:40:00;2021-07-06 00:45:00;78;10;0
61665;1679d;1681d;2021-07-06 00:44:00;2021-07-06 00:45:00;509;65;0
61666;T9d;T8d;2021-07-06 00:44:00;2021-07-06 00:45:00;142;10;0
61667;T28d;T27d;2021-07-06 00:44:00;2021-07-06 00:45:00;141;10;0
61668;1396d;1397d;2021-07-06 00:43:00;2021-07-06 00:45:00;916;53;0
61669;1470d;1469d;2021-07-06 00:45:00;2021-07-06 00:45:00;482;58;0
61670;1440d;1958d;2021-07-06 00:45:00;2021-07-06 00:45:00;506;45;0
61671;2448a;2456a;2021-07-06 00:45:00;2021-07-06 00:45:00;483;60;0
61672;1123a;1122a;2021-07-06 00:45:00;2021-07-06 00:45:00;780;42;0
61673;597d;598d;2021-07-06 00:45:00;2021-07-06 00:46:00;411;79;0
61674; ;T27d;2021-07-06 00:40:00;2021-07-06 00:46:00;85;10;0
61675; ;T17d;2021-07-06 00:45:00;2021-07-06 00:46:00;54;10;0
61676;1681d;1682d;2021-07-06 00:45:00;2021-07-06 00:46:00;509;65;0
61677;598d;599d;2021-07-06 00:46:00;2021-07-06 00:46:00;411;79;0
61678; ;T8d;2021-07-06 00:41:00;2021-07-06 00:46:00;99;10;0
61679;1469d;1468d;2021-07-06 00:45:00;2021-07-06 00:46:00;482;58;0
61680;482d;480d;2021-07-06 00:45:00;2021-07-06 00:46:00;611;24;0
61681; ;T11d;2021-07-06 00:41:00;2021-07-06 00:46:00;82;10;0
61682;1958d;1957d;2021-07-06 00:45:00;2021-07-06 00:46:00;506;45;0
61683;599d;600d;2021-07-06 00:46:00;2021-07-06 00:46:00;411;79;0
61684;1397d;1398a;2021-07-06 00:45:00;2021-07-06 00:46:00;916;53;0
61685;1468d;1467d;2021-07-06 00:46:00;2021-07-06 00:46:00;482;58;0
61686;2456a;1515d;2021-07-06 00:45:00;2021-07-06 00:46:00;483;60;0
61687;600d;601d;2021-07-06 00:46:00;2021-07-06 00:46:00;411;79;0
61688;1682d;1683d;2021-07-06 00:46:00;2021-07-06 00:46:00;509;65;0
61689;480d;479d;2021-07-06 00:46:00;2021-07-06 00:46:00;611;24;0
61690; ;T20a;2021-07-06 00:41:00;2021-07-06 00:46:00;57;10;0
61691;1957d;1725d;2021-07-06 00:46:00;2021-07-06 00:46:00;506;45;0
61692;381d;429d;2021-07-06 00:44:00;2021-07-06 00:46:00;207;17;0
61693; ;T17d;2021-07-06 00:46:00;2021-07-06 00:46:00;54;10;0
61694;T20a;T20d;2021-07-06 00:46:00;2021-07-06 00:46:00;57;10;0
61695;T8d;T7d;2021-07-06 00:45:00;2021-07-06 00:47:00;142;10;0
61696;601d;602d;2021-07-06 00:46:00;2021-07-06 00:47:00;411;79;0
61697;1683d;1684d;2021-07-06 00:46:00;2021-07-06 00:47:00;509;65;0
61698; ;T9a;2021-07-06 00:41:00;2021-07-06 00:47:00;66;10;0
61699;1398a;1399a;2021-07-06 00:46:00;2021-07-06 00:47:00;916;53;0
61700;1122a;1121d;2021-07-06 00:45:00;2021-07-06 00:47:00;780;42;0
61701;429d;430d;2021-07-06 00:46:00;2021-07-06 00:47:00;207;17;0
61702;1684d;1685d;2021-07-06 00:47:00;2021-07-06 00:47:00;509;65;0
61703;1725d;1724d;2021-07-06 00:46:00;2021-07-06 00:47:00;506;45;0
61704; ;T31d;2021-07-06 00:42:00;2021-07-06 00:47:00;89;10;0
61705;1399a;1400a;2021-07-06 00:47:00;2021-07-06 00:47:00;916;53;0
61706; ;T7d;2021-07-06 00:42:00;2021-07-06 00:47:00;87;10;0
61707;602d;603d;2021-07-06 00:47:00;2021-07-06 00:47:00;411;79;0
61708; ;T12d;2021-07-06 00:42:00;2021-07-06 00:47:00;81;10;0
61709;1121d;1120d;2021-07-06 00:47:00;2021-07-06 00:47:00;780;42;0
61710;1467d;2300a;2021-07-06 00:46:00;2021-07-06 00:47:00;482;58;0
61711; ;T10a;2021-07-06 00:42:00;2021-07-06 00:47:00;44;10;0
61712; ;T17d;2021-07-06 00:46:00;2021-07-06 00:47:00;54;10;0
61713;479d;2388d;2021-07-06 00:46:00;2021-07-06 00:47:00;611;24;0
61714;1685d;1686d;2021-07-06 00:47:00;2021-07-06 00:47:00;509;65;0
61715;1724d;1723d;2021-07-06 00:47:00;2021-07-06 00:47:00;506;45;0
61716;603d;604a;2021-07-06 00:47:00;2021-07-06 00:47:00;411;79;0
61717;1120d;1238a;2021-07-06 00:47:00;2021-07-06 00:47:00;780;42;0
61718;430d;431d;2021-07-06 00:47:00;2021-07-06 00:47:00;207;17;0
61719;T10a;T10d;2021-07-06 00:47:00;2021-07-06 00:47:00;44;10;0
61720;1515d;2267d;2021-07-06 00:46:00;2021-07-06 00:47:00;483;60;0
61721;2300a;1474d;2021-07-06 00:47:00;2021-07-06 00:48:00;482;58;0
61722; ;T22a;2021-07-06 00:42:00;2021-07-06 00:48:00;60;10;0
61723;T27d;T26d;2021-07-06 00:45:00;2021-07-06 00:48:00;141;10;0
61724; ;T2a;2021-07-06 00:43:00;2021-07-06 00:48:00;70;10;0
61725;604a;605d;2021-07-06 00:47:00;2021-07-06 00:48:00;411;79;0
61726;1686d;1687d;2021-07-06 00:47:00;2021-07-06 00:48:00;509;65;0
61727; ;T24d;2021-06-06 23:43:00;2021-07-06 00:48:00;92;10;0
61728;T2a;T2d;2021-07-06 00:48:00;2021-07-06 00:48:00;70;10;0
61729;1238a;1119a;2021-07-06 00:47:00;2021-07-06 00:48:00;780;42;0
61730; ;T26a;2021-07-06 00:43:00;2021-07-06 00:48:00;98;10;0
61731; ;T17d;2021-07-06 00:47:00;2021-07-06 00:48:00;54;10;0
61732;2267d;2266d;2021-07-06 00:47:00;2021-07-06 00:48:00;483;60;0
61733;T7d;T6d;2021-07-06 00:47:00;2021-07-06 00:48:00;142;10;0
61734;1723d;1722d;2021-07-06 00:47:00;2021-07-06 00:48:00;506;45;0
61735;2388d;2153d;2021-07-06 00:47:00;2021-07-06 00:48:00;611;24;0
61736;431d;432d;2021-07-06 00:47:00;2021-07-06 00:48:00;207;17;0
61737; ;T26d;2021-07-06 00:43:00;2021-07-06 00:48:00;97;10;0
61738;605d;606d;2021-07-06 00:48:00;2021-07-06 00:48:00;411;79;0
61739; ;T4d;2021-07-06 00:43:00;2021-07-06 00:48:00;63;10;0
61740; ;T29d;2021-07-06 00:43:00;2021-07-06 00:48:00;94;10;0
61741;2266d;1514d;2021-07-06 00:48:00;2021-07-06 00:48:00;483;60;0
61742;1687d;1738d;2021-07-06 00:48:00;2021-07-06 00:48:00;509;65;0
61743;1119a;1118a;2021-07-06 00:48:00;2021-07-06 00:48:00;780;42;0
61744;432d;433d;2021-07-06 00:48:00;2021-07-06 00:48:00;207;17;0
61745;1474d;1590a;2021-07-06 00:48:00;2021-07-06 00:48:00;482;58;0
61746;606d;607d;2021-07-06 00:48:00;2021-07-06 00:49:00;411;79;0
61747;1738d;1739d;2021-07-06 00:48:00;2021-07-06 00:49:00;509;65;0
61748;1514d;1513d;2021-07-06 00:48:00;2021-07-06 00:49:00;483;60;0
61749;1590a;1591a;2021-07-06 00:48:00;2021-07-06 00:49:00;482;58;0
61750;1722d;1689d;2021-07-06 00:48:00;2021-07-06 00:49:00;506;45;0
61751; ;T17d;2021-07-06 00:48:00;2021-07-06 00:49:00;54;10;0
61752;607d;608d;2021-07-06 00:49:00;2021-07-06 00:49:00;411;79;0
61753;1400a;2280d;2021-07-06 00:47:00;2021-07-06 00:49:00;916;53;0
61754;433d;434d;2021-07-06 00:48:00;2021-07-06 00:49:00;207;17;0
61755; ;T3d;2021-07-06 00:44:00;2021-07-06 00:49:00;96;10;0
61756;1118a;1117a;2021-07-06 00:48:00;2021-07-06 00:49:00;780;42;0
61757;1513d;1512d;2021-07-06 00:49:00;2021-07-06 00:49:00;483;60;0
61758;1739d;1740d;2021-07-06 00:49:00;2021-07-06 00:49:00;509;65;0
61759;T26d;T25d;2021-07-06 00:48:00;2021-07-06 00:49:00;141;10;0
61760; ;T15a;2021-07-06 00:44:00;2021-07-06 00:49:00;68;10;0
61761;434d;435d;2021-07-06 00:49:00;2021-07-06 00:49:00;207;17;0
61762;1512d;1509d;2021-07-06 00:49:00;2021-07-06 00:49:00;483;60;0
61763; ;T19d;2021-07-06 00:44:00;2021-07-06 00:49:00;77;10;0
61764; ;T17d;2021-07-06 00:49:00;2021-07-06 00:49:00;54;10;0
61765;1740d;1742d;2021-07-06 00:49:00;2021-07-06 00:50:00;509;65;0
61766;1509d;1508d;2021-07-06 00:49:00;2021-07-06 00:50:00;483;60;0
61767; ;67d;2021-07-06 00:39:00;2021-07-06 00:50:00;201;2;1
61768;436d;437d;2021-07-06 00:49:00;2021-07-06 00:50:00;207;17;0
61769;1117a;1115a;2021-07-06 00:49:00;2021-07-06 00:50:00;780;42;0
61770;67d;68d;2021-07-06 00:50:00;2021-07-06 00:50:00;201;2;1
61771;608d;711d;2021-07-06 00:49:00;2021-07-06 00:50:00;411;79;0
61772;1508d;1507d;2021-07-06 00:50:00;2021-07-06 00:50:00;483;60;0
61773;T22a;T22d;2021-07-06 00:48:00;2021-07-06 00:50:00;60;10;0
61774;1591a;1547a;2021-07-06 00:49:00;2021-07-06 00:50:00;482;58;0
61775;1742d;1743a;2021-07-06 00:50:00;2021-07-06 00:50:00;509;65;0
61776;68d;69d;2021-07-06 00:50:00;2021-07-06 00:50:00;201;2;1
61777;437d;438d;2021-07-06 00:50:00;2021-07-06 00:50:00;207;17;0
61778;711d;710d;2021-07-06 00:50:00;2021-07-06 00:50:00;411;79;0
61779; ;T17d;2021-07-06 00:49:00;2021-07-06 00:50:00;54;10;0
61780; ;T16a;2021-07-06 00:45:00;2021-07-06 00:50:00;53;10;0
61781;T6d;T5d;2021-07-06 00:48:00;2021-07-06 00:50:00;142;10;0
61782; ;T5d;2021-07-06 00:45:00;2021-07-06 00:50:00;50;10;0
61783; ;T13a;2021-07-06 00:45:00;2021-07-06 00:50:00;78;10;0
61784;69d;70d;2021-07-06 00:50:00;2021-07-06 00:50:00;201;2;1
61785;438d;439d;2021-07-06 00:50:00;2021-07-06 00:50:00;207;17;0
61786;2280d;1401d;2021-07-06 00:49:00;2021-07-06 00:51:00;916;53;0
61787;1115a;1114a;2021-07-06 00:50:00;2021-07-06 00:51:00;780;42;0
61788;1547a;1478a;2021-07-06 00:50:00;2021-07-06 00:51:00;482;58;0
61789; ;T27d;2021-07-06 00:46:00;2021-07-06 00:51:00;85;10;0
61790;1743a;1744d;2021-07-06 00:50:00;2021-07-06 00:51:00;509;65;0
61791; ;T11d;2021-07-06 00:46:00;2021-07-06 00:51:00;82;10;0
61792;T25d;T24d;2021-07-06 00:49:00;2021-07-06 00:51:00;141;10;0
61793; ;T17d;2021-07-06 00:50:00;2021-07-06 00:51:00;54;10;0
61794;1507d;1505d;2021-07-06 00:50:00;2021-07-06 00:51:00;483;60;0
61795;1478a;1477a;2021-07-06 00:51:00;2021-07-06 00:51:00;482;58;0
61796; ;T8d;2021-07-06 00:46:00;2021-07-06 00:51:00;99;10;0
61797;439d;441d;2021-07-06 00:50:00;2021-07-06 00:51:00;207;17;0
61798;710d;699a;2021-07-06 00:50:00;2021-07-06 00:51:00;411;79;0
61799;1114a;1113a;2021-07-06 00:51:00;2021-07-06 00:51:00;780;42;0
61800;1505d;1504d;2021-07-06 00:51:00;2021-07-06 00:51:00;483;60;0
61801;70d;48d;2021-07-06 00:50:00;2021-07-06 00:51:00;201;2;1
61802;1744d;1653d;2021-07-06 00:51:00;2021-07-06 00:51:00;509;65;0
61803;441d;442d;2021-07-06 00:51:00;2021-07-06 00:52:00;207;17;0
61804;699a;698d;2021-07-06 00:51:00;2021-07-06 00:52:00;411;79;0
61805;1401d;1402d;2021-07-06 00:51:00;2021-07-06 00:52:00;916;53;0
61806; ;T20a;2021-07-06 00:46:00;2021-07-06 00:52:00;57;10;0
61807; ;T9a;2021-07-06 00:47:00;2021-07-06 00:52:00;66;10;0
61808;1477a;1475d;2021-07-06 00:51:00;2021-07-06 00:52:00;482;58;0
61809;T5d;T4d;2021-07-06 00:50:00;2021-07-06 00:52:00;142;10;0
61810; ;T17d;2021-07-06 00:51:00;2021-07-06 00:52:00;54;10;0
61811;48d;49d;2021-07-06 00:51:00;2021-07-06 00:52:00;201;2;1
61812;T20a;T20d;2021-07-06 00:52:00;2021-07-06 00:52:00;57;10;0
61813;1504d;2462d;2021-07-06 00:51:00;2021-07-06 00:52:00;483;60;0
61814;1653d;1862d;2021-07-06 00:51:00;2021-07-06 00:52:00;509;65;0
61815;442d;443d;2021-07-06 00:52:00;2021-07-06 00:52:00;207;17;0
61816;1113a;1112a;2021-07-06 00:51:00;2021-07-06 00:52:00;780;42;0
61817; ;T31d;2021-07-06 00:47:00;2021-07-06 00:52:00;89;10;0
61818;1402d;1403d;2021-07-06 00:52:00;2021-07-06 00:52:00;916;53;0
61819; ;T7d;2021-07-06 00:47:00;2021-07-06 00:52:00;87;10;0
61820;698d;697a;2021-07-06 00:52:00;2021-07-06 00:52:00;411;79;0
61821;2462d;2463d;2021-07-06 00:52:00;2021-07-06 00:52:00;483;60;0
61822; ;T12d;2021-07-06 00:47:00;2021-07-06 00:52:00;81;10;0
61823;49d;50d;2021-07-06 00:52:00;2021-07-06 00:52:00;201;2;1
61824;1862d;1747d;2021-07-06 00:52:00;2021-07-06 00:52:00;509;65;0
61825; ;T17d;2021-07-06 00:52:00;2021-07-06 00:52:00;54;10;0
61826;443d;2153d;2021-07-06 00:52:00;2021-07-06 00:53:00;207;17;0
61827;2463d;2461d;2021-07-06 00:52:00;2021-07-06 00:53:00;483;60;0
61828; ;T10d;2021-07-06 00:47:00;2021-07-06 00:53:00;44;10;0
61829;697a;696a;2021-07-06 00:52:00;2021-07-06 00:53:00;411;79;0
61830;50d;51d;2021-07-06 00:52:00;2021-07-06 00:53:00;201;2;1
61831;T4d;T3d;2021-07-06 00:52:00;2021-07-06 00:53:00;142;10;0
61832;1475d;1473d;2021-07-06 00:52:00;2021-07-06 00:53:00;482;58;0
61833;1747d;1748d;2021-07-06 00:52:00;2021-07-06 00:53:00;509;65;0
61834; ;T24d;2021-07-06 00:48:00;2021-07-06 00:53:00;92;10;0
61835; ;T2a;2021-07-06 00:48:00;2021-07-06 00:53:00;70;10;0
61836;696a;1954a;2021-07-06 00:53:00;2021-07-06 00:53:00;411;79;0
61837;1403d;1404d;2021-07-06 00:52:00;2021-07-06 00:53:00;916;53;0
61838;1748d;1749d;2021-07-06 00:53:00;2021-07-06 00:53:00;509;65;0
61839;T2a;T2d;2021-07-06 00:53:00;2021-07-06 00:53:00;70;10;0
61840;2461d;1465d;2021-07-06 00:53:00;2021-07-06 00:53:00;483;60;0
61841;1473d;2259d;2021-07-06 00:53:00;2021-07-06 00:53:00;482;58;0
61842; ;T26a;2021-07-06 00:48:00;2021-07-06 00:53:00;98;10;0
61843; ;T17d;2021-07-06 00:52:00;2021-07-06 00:53:00;54;10;0
61844;51d;52d;2021-07-06 00:53:00;2021-07-06 00:53:00;201;2;1
61845;1954a;695a;2021-07-06 00:53:00;2021-07-06 00:53:00;411;79;0
61846; ;T26d;2021-07-06 00:48:00;2021-07-06 00:53:00;97;10;0
61847;1465d;1466d;2021-07-06 00:53:00;2021-07-06 00:53:00;483;60;0
61848; ;T4d;2021-07-06 00:48:00;2021-07-06 00:53:00;63;10;0
61849; ;T29d;2021-07-06 00:48:00;2021-07-06 00:54:00;94;10;0
61850;52d;53d;2021-07-06 00:53:00;2021-07-06 00:54:00;201;2;1
61851;1466d;1959a;2021-07-06 00:53:00;2021-07-06 00:54:00;483;60;0
61852;T24d;T22d;2021-07-06 00:51:00;2021-07-06 00:54:00;141;10;0
61853;T3d;T2d;2021-07-06 00:53:00;2021-07-06 00:54:00;142;10;0
61854;1404d;1405d;2021-07-06 00:53:00;2021-07-06 00:54:00;916;53;0
61855; ;T3d;2021-07-06 00:49:00;2021-07-06 00:54:00;96;10;0
61856; ;T17d;2021-07-06 00:53:00;2021-07-06 00:54:00;54;10;0
61857;1959a;1501d;2021-07-06 00:54:00;2021-07-06 00:54:00;483;60;0
61858;695a;1964d;2021-07-06 00:53:00;2021-07-06 00:54:00;411;79;0
61859;53d;81d;2021-07-06 00:54:00;2021-07-06 00:54:00;201;2;1
61860;1749d;1689d;2021-07-06 00:53:00;2021-07-06 00:54:00;509;65;0
61861;1405d;1406a;2021-07-06 00:54:00;2021-07-06 00:54:00;916;53;0
61862;1501d;1499d;2021-07-06 00:54:00;2021-07-06 00:54:00;483;60;0
61863; ;T19d;2021-07-06 00:49:00;2021-07-06 00:54:00;77;10;0
61864;81d;2100d;2021-07-06 00:54:00;2021-07-06 00:55:00;201;2;1
61865;1964d;1963d;2021-07-06 00:54:00;2021-07-06 00:55:00;411;79;0
61866; ;T15a;2021-07-06 00:49:00;2021-07-06 00:55:00;68;10;0
61867;1406a;1407a;2021-07-06 00:54:00;2021-07-06 00:55:00;916;53;0
61868; ;T17d;2021-07-06 00:54:00;2021-07-06 00:55:00;54;10;0
61869;T9a;T9d;2021-07-06 00:52:00;2021-07-06 00:55:00;66;10;0
61870;1963d;1962d;2021-07-06 00:55:00;2021-07-06 00:55:00;411;79;0
61871;1499d;1473a;2021-07-06 00:54:00;2021-07-06 00:55:00;483;60;0
61872;1407a;1408a;2021-07-06 00:55:00;2021-07-06 00:55:00;916;53;0
61873;T22d;T21d;2021-07-06 00:54:00;2021-07-06 00:55:00;141;10;0
61874; ;T17d;2021-07-06 00:55:00;2021-07-06 00:55:00;54;10;0
61875;1962d;1942d;2021-07-06 00:55:00;2021-07-06 00:56:00;411;79;0
61876; ;T16a;2021-07-06 00:50:00;2021-07-06 00:56:00;53;10;0
61877;1473a;1498d;2021-07-06 00:55:00;2021-07-06 00:56:00;483;60;0
61878; ;T5d;2021-07-06 00:50:00;2021-07-06 00:56:00;50;10;0
61879; ;T13a;2021-07-06 00:50:00;2021-07-06 00:56:00;78;10;0
61880;1408a;1409a;2021-07-06 00:55:00;2021-07-06 00:56:00;916;53;0
61881;1498d;1497d;2021-07-06 00:56:00;2021-07-06 00:56:00;483;60;0
61882; ;T11d;2021-07-06 00:51:00;2021-07-06 00:56:00;82;10;0
61883; ;T27d;2021-07-06 00:51:00;2021-07-06 00:56:00;85;10;0
61884;1942d;1941d;2021-07-06 00:56:00;2021-07-06 00:56:00;411;79;0
61885; ;T17d;2021-07-06 00:55:00;2021-07-06 00:56:00;54;10;0
61886; ;T8d;2021-07-06 00:51:00;2021-07-06 00:56:00;99;10;0
61887;1409a;1410a;2021-07-06 00:56:00;2021-07-06 00:57:00;916;53;0
61888; ;T6a;2021-07-06 00:44:00;2021-07-06 00:57:00;47;10;0
61889;1497d;2265d;2021-07-06 00:56:00;2021-07-06 00:57:00;483;60;0
61890; ;T20a;2021-07-06 00:52:00;2021-07-06 00:57:00;57;10;0
61891;1941d;1940d;2021-07-06 00:56:00;2021-07-06 00:57:00;411;79;0
61892;1410a;1411d;2021-07-06 00:57:00;2021-07-06 00:57:00;916;53;0
61893; ;T17d;2021-07-06 00:56:00;2021-07-06 00:57:00;54;10;0
61894;T20a;T20d;2021-07-06 00:57:00;2021-07-06 00:57:00;57;10;0
61895;T21d;T20d;2021-07-06 00:55:00;2021-07-06 00:57:00;141;10;0
61896; ;T31d;2021-07-06 00:52:00;2021-07-06 00:57:00;89;10;0
61897; ;T7d;2021-07-06 00:52:00;2021-07-06 00:57:00;87;10;0
61898;2265d;2264d;2021-07-06 00:57:00;2021-07-06 00:57:00;483;60;0
61899; ;T12d;2021-07-06 00:52:00;2021-07-06 00:58:00;81;10;0
61900;1411d;1412d;2021-07-06 00:57:00;2021-07-06 00:58:00;916;53;0
61901; ;T24d;2021-07-06 00:53:00;2021-07-06 00:58:00;92;10;0
61902; ;T10d;2021-07-06 00:53:00;2021-07-06 00:58:00;44;10;0
61903;2264d;2263d;2021-07-06 00:57:00;2021-07-06 00:58:00;483;60;0
61904;1940d;2188a;2021-07-06 00:57:00;2021-07-06 00:58:00;411;79;0
61905; ;T2a;2021-07-06 00:53:00;2021-07-06 00:58:00;70;10;0
61906;T2a;T2d;2021-07-06 00:58:00;2021-07-06 00:58:00;70;10;0
61907; ;T26a;2021-07-06 00:53:00;2021-07-06 00:58:00;98;10;0
61908; ;T17d;2021-07-06 00:57:00;2021-07-06 00:58:00;54;10;0
61909; ;T26d;2021-07-06 00:53:00;2021-07-06 00:59:00;97;10;0
61910;2263d;2286d;2021-07-06 00:58:00;2021-07-06 00:59:00;483;60;0
61911; ;T29d;2021-07-06 00:54:00;2021-07-06 00:59:00;94;10;0
61912; ;T4d;2021-07-06 00:53:00;2021-07-06 00:59:00;63;10;0
61913;1412d;1413d;2021-07-06 00:58:00;2021-07-06 00:59:00;916;53;0
61914; ;T3d;2021-07-06 00:54:00;2021-07-06 00:59:00;96;10;0
61915; ;T17d;2021-07-06 00:58:00;2021-07-06 00:59:00;54;10;0
61916;2286d;1511d;2021-07-06 00:59:00;2021-07-06 00:59:00;483;60;0
61917;T20d;T19d;2021-07-06 00:57:00;2021-07-06 01:00:00;141;10;0
61918; ;T19d;2021-07-06 00:54:00;2021-07-06 01:00:00;77;10;0
