id;baslangic_durak_no;bitis_durak_no;cikis_zaman;varis_zaman;arac_no;ana_hat_no;alt_hat_no
2404;T10a;T11a;2021-06-06 07:16:00;2021-06-06 07:17:00;122;10;0
2405;633a;634a;2021-06-06 07:17:00;2021-06-06 07:17:00;206;92;0
2406;T27a;T28a;2021-06-06 07:15:00;2021-06-06 07:17:00;146;10;0
2407;2424a;24d;2021-06-06 07:17:00;2021-06-06 07:17:00;633;15;0
2408;1497a;1473d;2021-06-06 07:17:00;2021-06-06 07:17:00;520;60;0
2409;T10a;T11a;2021-06-06 07:16:00;2021-06-06 07:17:00;121;10;0
2410;1953a;1829a;2021-06-06 07:17:00;2021-06-06 07:17:00;596;3;0
2411; ;T2a;2021-06-06 07:12:00;2021-06-06 07:17:00;70;10;0
2412; ;T11d;2021-06-06 07:12:00;2021-06-06 07:17:00;82;10;0
2413;1261a;1019a;2021-06-06 07:17:00;2021-06-06 07:17:00;241;32;0
2414;190a;192a;2021-06-06 07:17:00;2021-06-06 07:17:00;352;11;2
2415;209d;210d;2021-06-06 07:17:00;2021-06-06 07:17:00;630;12;1
2416; ;T24a;2021-06-06 07:12:00;2021-06-06 07:17:00;92;10;0
2417;605a;604d;2021-06-06 07:17:00;2021-06-06 07:17:00;475;79;0
2418;397a;396a;2021-06-06 07:17:00;2021-06-06 07:18:00;468;21;0
2419;120a;119a;2021-06-06 07:17:00;2021-06-06 07:18:00;435;9;0
2420;T2a;T2d;2021-06-06 07:17:00;2021-06-06 07:18:00;70;10;0
2421;37a;36a;2021-06-06 07:17:00;2021-06-06 07:18:00;389;4;0
2422;2100a;81a;2021-06-06 07:17:00;2021-06-06 07:18:00;274;1;0
2423;1432d;1541a;2021-06-06 07:16:00;2021-06-06 07:18:00;283;56;0
2424;94d;95d;2021-06-06 07:17:00;2021-06-06 07:18:00;519;13;1
2425;210d;211d;2021-06-06 07:17:00;2021-06-06 07:18:00;630;12;1
2426;1006d;1005d;2021-06-06 07:17:00;2021-06-06 07:18:00;919;38;0
2427; ;T4a;2021-06-06 07:13:00;2021-06-06 07:18:00;63;10;0
2428;544a;543a;2021-06-06 07:17:00;2021-06-06 07:18:00;631;23;0
2429;1678a;5a;2021-06-06 07:17:00;2021-06-06 07:18:00;419;64;1
2430; ;T26d;2021-06-06 07:13:00;2021-06-06 07:18:00;97;10;0
2431;1257a;1258a;2021-06-06 07:17:00;2021-06-06 07:18:00;651;14;0
2432;605a;604d;2021-06-06 07:17:00;2021-06-06 07:18:00;467;124;0
2433;634a;635a;2021-06-06 07:17:00;2021-06-06 07:18:00;206;92;0
2434;207a;315a;2021-06-06 07:17:00;2021-06-06 07:18:00;874;8;0
2435;2254a;2258a;2021-06-06 07:17:00;2021-06-06 07:18:00;648;69;0
2436;1661d;1660d;2021-06-06 07:17:00;2021-06-06 07:18:00;622;67;0
2437;1643a;2320a;2021-06-06 07:17:00;2021-06-06 07:18:00;335;45;0
2438;1689d;1690d;2021-06-06 07:17:00;2021-06-06 07:18:00;235;99;0
2439;273a;274a;2021-06-06 07:17:00;2021-06-06 07:18:00;367;84;1
2440;1414a;1413a;2021-06-06 07:17:00;2021-06-06 07:18:00;695;53;0
2441;1019a;1020a;2021-06-06 07:17:00;2021-06-06 07:18:00;923;36;1
2442;T40a;T41a;2021-06-06 07:17:00;2021-06-06 07:18:00;164;10;2
2443;604d;603a;2021-06-06 07:17:00;2021-06-06 07:18:00;475;79;0
2444;T16a;T17a;2021-06-06 07:17:00;2021-06-06 07:18:00;125;10;0
2445;1019a;1020a;2021-06-06 07:17:00;2021-06-06 07:18:00;241;32;0
2446;55a;54a;2021-06-06 07:17:00;2021-06-06 07:18:00;402;2;0
2447;979d;2402a;2021-06-06 07:17:00;2021-06-06 07:18:00;699;30;0
2448;T4a;T4d;2021-06-06 07:18:00;2021-06-06 07:18:00;63;10;0
2449;635a;942a;2021-06-06 07:18:00;2021-06-06 07:18:00;206;92;0
2450;1756a;1755a;2021-06-06 07:16:00;2021-06-06 07:18:00;566;66;0
2451;1283a;1284a;2021-06-06 07:17:00;2021-06-06 07:18:00;821;43;0
2452;T16a;T17a;2021-06-06 07:17:00;2021-06-06 07:18:00;126;10;0
2453;119a;118a;2021-06-06 07:18:00;2021-06-06 07:18:00;435;9;0
2454;211d;212d;2021-06-06 07:18:00;2021-06-06 07:18:00;630;12;1
2455;36a;35a;2021-06-06 07:18:00;2021-06-06 07:18:00;389;4;0
2456;1430a;1429a;2021-06-06 07:17:00;2021-06-06 07:18:00;298;52;0
2457;81a;80a;2021-06-06 07:18:00;2021-06-06 07:18:00;274;1;0
2458;1678a;6a;2021-06-06 07:17:00;2021-06-06 07:18:00;390;65;0
2459;2197a;1184d;2021-06-06 07:17:00;2021-06-06 07:18:00;420;39;1
2460;1563a;1564a;2021-06-06 07:17:00;2021-06-06 07:18:00;379;59;0
2461;793a;794a;2021-06-06 07:17:00;2021-06-06 07:18:00;397;28;0
2462;1622d;1621d;2021-06-06 07:17:00;2021-06-06 07:18:00;544;58;0
2463;315a;1950d;2021-06-06 07:18:00;2021-06-06 07:18:00;874;8;0
2464;192a;320a;2021-06-06 07:17:00;2021-06-06 07:18:00;352;11;2
2465;1660d;1659d;2021-06-06 07:18:00;2021-06-06 07:18:00;622;67;0
2466;1185a;1208d;2021-06-06 07:17:00;2021-06-06 07:18:00;849;42;0
2467;1020a;1021a;2021-06-06 07:18:00;2021-06-06 07:18:00;923;36;1
2468;396a;395a;2021-06-06 07:18:00;2021-06-06 07:18:00;468;21;0
2469;851a;852a;2021-06-06 07:17:00;2021-06-06 07:18:00;517;31;0
2470;2136a;914a;2021-06-06 07:16:00;2021-06-06 07:18:00;242;29;0
2471;1690d;1692d;2021-06-06 07:18:00;2021-06-06 07:18:00;235;99;0
2472; ;T1a;2021-06-06 07:09:00;2021-06-06 07:18:00;112;10;0
2473;1283a;1286a;2021-06-06 07:17:00;2021-06-06 07:18:00;595;81;0
2474;1829a;1828a;2021-06-06 07:17:00;2021-06-06 07:18:00;596;3;0
2475;1005d;2216a;2021-06-06 07:18:00;2021-06-06 07:18:00;919;38;0
2476;24d;25d;2021-06-06 07:17:00;2021-06-06 07:18:00;633;15;0
2477;T11d;T10d;2021-06-06 07:17:00;2021-06-06 07:18:00;107;10;0
2478;604d;603a;2021-06-06 07:18:00;2021-06-06 07:18:00;467;124;0
2479;T3d;T2d;2021-06-06 07:17:00;2021-06-06 07:18:00;147;10;0
2480;942a;636a;2021-06-06 07:18:00;2021-06-06 07:18:00;206;92;0
2481; ;T9a;2021-06-06 07:13:00;2021-06-06 07:18:00;66;10;0
2482;T28a;T29a;2021-06-06 07:17:00;2021-06-06 07:18:00;145;10;0
2483;T11d;T10d;2021-06-06 07:17:00;2021-06-06 07:18:00;108;10;0
2484;212d;213d;2021-06-06 07:18:00;2021-06-06 07:18:00;630;12;1
2485;1258a;1002a;2021-06-06 07:18:00;2021-06-06 07:18:00;651;14;0
2486;1021a;1022a;2021-06-06 07:18:00;2021-06-06 07:18:00;923;36;1
2487;T28d;T27d;2021-06-06 07:16:00;2021-06-06 07:18:00;115;10;0
2488;T6a;T7a;2021-06-06 07:17:00;2021-06-06 07:18:00;144;10;0
2489;2312a;1507a;2021-06-06 07:17:00;2021-06-06 07:18:00;492;86;0
2490;T28a;T29a;2021-06-06 07:17:00;2021-06-06 07:18:00;146;10;0
2491;1755a;1754a;2021-06-06 07:18:00;2021-06-06 07:18:00;566;66;0
2492;T28d;T27d;2021-06-06 07:16:00;2021-06-06 07:18:00;116;10;0
2493;320a;319a;2021-06-06 07:18:00;2021-06-06 07:18:00;352;11;2
2494;1184d;1183d;2021-06-06 07:18:00;2021-06-06 07:18:00;420;39;1
2495;5a;4a;2021-06-06 07:18:00;2021-06-06 07:18:00;419;64;1
2496;2320a;1642a;2021-06-06 07:18:00;2021-06-06 07:18:00;335;45;0
2497;1692d;1691d;2021-06-06 07:18:00;2021-06-06 07:18:00;235;99;0
2498;1413a;1412a;2021-06-06 07:18:00;2021-06-06 07:18:00;695;53;0
2499;1208d;1207d;2021-06-06 07:18:00;2021-06-06 07:18:00;849;42;0
2500;80a;79a;2021-06-06 07:18:00;2021-06-06 07:18:00;274;1;0
2501;1020a;1022a;2021-06-06 07:18:00;2021-06-06 07:18:00;241;32;0
2502;1950d;316a;2021-06-06 07:18:00;2021-06-06 07:18:00;874;8;0
2503;914a;915a;2021-06-06 07:18:00;2021-06-06 07:18:00;242;29;0
2504;T6a;T7a;2021-06-06 07:17:00;2021-06-06 07:18:00;143;10;0
2505;2424a;24d;2021-06-06 07:17:00;2021-06-06 07:18:00;591;73;0
2506; ;T10d;2021-06-06 07:13:00;2021-06-06 07:18:00;44;10;0
2507; ;T17d;2021-06-06 07:13:00;2021-06-06 07:18:00;54;10;0
2508;1621d;1620d;2021-06-06 07:18:00;2021-06-06 07:18:00;544;58;0
2509;1429a;1424a;2021-06-06 07:18:00;2021-06-06 07:18:00;298;52;0
2510; ;T30a;2021-06-06 07:13:00;2021-06-06 07:19:00;90;10;0
2511;1564a;1565a;2021-06-06 07:18:00;2021-06-06 07:19:00;379;59;0
2512;2402a;2404a;2021-06-06 07:18:00;2021-06-06 07:19:00;699;30;0
2513;1022a;1023a;2021-06-06 07:18:00;2021-06-06 07:19:00;923;36;1
2514;2456d;2448d;2021-06-06 07:17:00;2021-06-06 07:19:00;485;51;0
2515;1022a;1023a;2021-06-06 07:18:00;2021-06-06 07:19:00;241;32;0
2516;1476d;1477d;2021-06-06 07:17:00;2021-06-06 07:19:00;487;57;0
2517;213d;214d;2021-06-06 07:18:00;2021-06-06 07:19:00;630;12;1
2518; ;2274d;2021-06-06 07:14:00;2021-06-06 07:19:00;482;51;0
2519;2258a;1745a;2021-06-06 07:18:00;2021-06-06 07:19:00;648;69;0
2520;1828a;1827a;2021-06-06 07:18:00;2021-06-06 07:19:00;596;3;0
2521; ;795d;2021-06-06 07:10:00;2021-06-06 07:19:00;516;89;0
2522;852a;853a;2021-06-06 07:18:00;2021-06-06 07:19:00;517;31;0
2523; ;330a;2021-06-06 07:14:00;2021-06-06 07:19:00;408;7;1
2524;T19a;T20a;2021-06-06 07:16:00;2021-06-06 07:19:00;150;10;0
2525;T12a;T13a;2021-06-06 07:16:00;2021-06-06 07:19:00;173;10;0
2526;79a;78a;2021-06-06 07:18:00;2021-06-06 07:19:00;274;1;0
2527;1541a;1540a;2021-06-06 07:18:00;2021-06-06 07:19:00;283;56;0
2528;1286a;1287a;2021-06-06 07:18:00;2021-06-06 07:19:00;595;81;0
2529;T20d;T19d;2021-06-06 07:16:00;2021-06-06 07:19:00;156;10;0
2530;274a;263a;2021-06-06 07:18:00;2021-06-06 07:19:00;367;84;1
2531;95d;2103a;2021-06-06 07:18:00;2021-06-06 07:19:00;519;13;1
2532;1016d;1015d;2021-06-06 07:17:00;2021-06-06 07:19:00;217;44;2
2533;543a;542a;2021-06-06 07:18:00;2021-06-06 07:19:00;631;23;0
2534;1412a;1411a;2021-06-06 07:18:00;2021-06-06 07:19:00;695;53;0
2535;2404a;2406a;2021-06-06 07:19:00;2021-06-06 07:19:00;699;30;0
2536;1284a;1287a;2021-06-06 07:18:00;2021-06-06 07:19:00;821;43;0
2537;T19a;T20a;2021-06-06 07:17:00;2021-06-06 07:19:00;149;10;0
2538;395a;394a;2021-06-06 07:18:00;2021-06-06 07:19:00;468;21;0
2539;2448d;2447d;2021-06-06 07:19:00;2021-06-06 07:19:00;485;51;0
2540;636a;2184d;2021-06-06 07:18:00;2021-06-06 07:19:00;206;92;0
2541;1507a;1508a;2021-06-06 07:18:00;2021-06-06 07:19:00;492;86;0
2542;1477d;1478d;2021-06-06 07:19:00;2021-06-06 07:19:00;487;57;0
2543;T20d;T19d;2021-06-06 07:16:00;2021-06-06 07:19:00;155;10;0
2544;24d;25d;2021-06-06 07:18:00;2021-06-06 07:19:00;591;73;0
2545; ;T22a;2021-06-06 07:14:00;2021-06-06 07:19:00;60;10;0
2546;1424a;2243a;2021-06-06 07:18:00;2021-06-06 07:19:00;298;52;0
2547;316a;317a;2021-06-06 07:18:00;2021-06-06 07:19:00;874;8;0
2548;853a;854a;2021-06-06 07:19:00;2021-06-06 07:19:00;517;31;0
2549;915a;881a;2021-06-06 07:18:00;2021-06-06 07:19:00;242;29;0
2550;319a;318a;2021-06-06 07:18:00;2021-06-06 07:19:00;352;11;2
2551;1691d;2257a;2021-06-06 07:18:00;2021-06-06 07:19:00;235;99;0
2552;1287a;2198a;2021-06-06 07:19:00;2021-06-06 07:19:00;595;81;0
2553;2026a;2027a;2021-06-06 07:17:00;2021-06-06 07:19:00;550;19;0
2554;1620d;1624d;2021-06-06 07:18:00;2021-06-06 07:19:00;544;58;0
2555;1002a;1003a;2021-06-06 07:18:00;2021-06-06 07:19:00;651;14;0
2556; ;273d;2021-06-06 07:14:00;2021-06-06 07:19:00;456;84;2
2557;603a;602a;2021-06-06 07:18:00;2021-06-06 07:19:00;475;79;0
2558;1473d;1499a;2021-06-06 07:17:00;2021-06-06 07:19:00;520;60;0
2559;118a;96a;2021-06-06 07:18:00;2021-06-06 07:19:00;435;9;0
2560;214d;215d;2021-06-06 07:19:00;2021-06-06 07:19:00;630;12;1
2561;794a;797a;2021-06-06 07:18:00;2021-06-06 07:19:00;397;28;0
2562;1827a;1826a;2021-06-06 07:19:00;2021-06-06 07:19:00;596;3;0
2563;1207d;1210d;2021-06-06 07:18:00;2021-06-06 07:19:00;849;42;0
2564;2103a;337d;2021-06-06 07:19:00;2021-06-06 07:19:00;519;13;1
2565;330a;111a;2021-06-06 07:19:00;2021-06-06 07:19:00;408;7;1
2566;T24a;T25a;2021-06-06 07:17:00;2021-06-06 07:19:00;105;10;0
2567;603a;602a;2021-06-06 07:18:00;2021-06-06 07:19:00;467;124;0
2568;78a;77a;2021-06-06 07:19:00;2021-06-06 07:19:00;274;1;0
2569;2406a;945a;2021-06-06 07:19:00;2021-06-06 07:19:00;699;30;0
2570; ;T28a;2021-06-06 07:14:00;2021-06-06 07:19:00;75;10;0
2571;1754a;1753a;2021-06-06 07:18:00;2021-06-06 07:19:00;566;66;0
2572; ;1112d;2021-05-06 19:21:00;2021-06-06 07:19:00;837;41;0
2573;4a;2112a;2021-06-06 07:18:00;2021-06-06 07:19:00;419;64;1
2574;2198a;1288a;2021-06-06 07:19:00;2021-06-06 07:19:00;595;81;0
2575;1826a;1858d;2021-06-06 07:19:00;2021-06-06 07:19:00;596;3;0
2576;2447d;2446a;2021-06-06 07:19:00;2021-06-06 07:19:00;485;51;0
2577;2027a;2028a;2021-06-06 07:19:00;2021-06-06 07:19:00;550;19;0
2578;854a;855a;2021-06-06 07:19:00;2021-06-06 07:19:00;517;31;0
2579;1642a;1641a;2021-06-06 07:18:00;2021-06-06 07:19:00;335;45;0
2580;1411a;1410d;2021-06-06 07:19:00;2021-06-06 07:19:00;695;53;0
2581;1745a;1793a;2021-06-06 07:19:00;2021-06-06 07:19:00;648;69;0
2582;111a;110a;2021-06-06 07:19:00;2021-06-06 07:19:00;408;7;1
2583; ;T7a;2021-06-06 07:14:00;2021-06-06 07:19:00;87;10;0
2584;1015d;1014d;2021-06-06 07:19:00;2021-06-06 07:20:00;217;44;2
2585;T10d;T9d;2021-06-06 07:18:00;2021-06-06 07:20:00;107;10;0
2586;263a;262a;2021-06-06 07:19:00;2021-06-06 07:20:00;367;84;1
2587;945a;944a;2021-06-06 07:19:00;2021-06-06 07:20:00;699;30;0
2588;1023a;1024a;2021-06-06 07:19:00;2021-06-06 07:20:00;923;36;1
2589;795d;775d;2021-06-06 07:19:00;2021-06-06 07:20:00;516;89;0
2590;317a;318d;2021-06-06 07:19:00;2021-06-06 07:20:00;874;8;0
2591;T10d;T9d;2021-06-06 07:18:00;2021-06-06 07:20:00;108;10;0
2592; ;T12d;2021-06-06 07:14:00;2021-06-06 07:20:00;81;10;0
2593;2028a;2029a;2021-06-06 07:19:00;2021-06-06 07:20:00;550;19;0
2594;1793a;1792a;2021-06-06 07:19:00;2021-06-06 07:20:00;648;69;0
2595;337d;338d;2021-06-06 07:19:00;2021-06-06 07:20:00;519;13;1
2596;6a;22a;2021-06-06 07:18:00;2021-06-06 07:20:00;390;65;0
2597;797a;796a;2021-06-06 07:19:00;2021-06-06 07:20:00;397;28;0
2598;1287a;2198a;2021-06-06 07:19:00;2021-06-06 07:20:00;821;43;0
2599;2274d;1867d;2021-06-06 07:19:00;2021-06-06 07:20:00;482;51;0
2600;T11a;T12a;2021-06-06 07:17:00;2021-06-06 07:20:00;121;10;0
2601;542a;196a;2021-06-06 07:19:00;2021-06-06 07:20:00;631;23;0
2602;T7a;T8a;2021-06-06 07:18:00;2021-06-06 07:20:00;144;10;0
2603;602a;601a;2021-06-06 07:19:00;2021-06-06 07:20:00;475;79;0
2604;2446a;2445a;2021-06-06 07:19:00;2021-06-06 07:20:00;485;51;0
2605;77a;76a;2021-06-06 07:19:00;2021-06-06 07:20:00;274;1;0
2606;1112d;1113d;2021-06-06 07:19:00;2021-06-06 07:20:00;837;41;0
2607;318a;193a;2021-06-06 07:19:00;2021-06-06 07:20:00;352;11;2
2608;T7a;T8a;2021-06-06 07:18:00;2021-06-06 07:20:00;143;10;0
2609;1003a;1004a;2021-06-06 07:19:00;2021-06-06 07:20:00;651;14;0
2610;1024a;1025a;2021-06-06 07:20:00;2021-06-06 07:20:00;923;36;1
2611;394a;393a;2021-06-06 07:19:00;2021-06-06 07:20:00;468;21;0
2612;35a;34a;2021-06-06 07:18:00;2021-06-06 07:20:00;389;4;0
2613; ;T2a;2021-06-06 07:09:00;2021-06-06 07:20:00;111;10;0
2614;110a;109a;2021-06-06 07:19:00;2021-06-06 07:20:00;408;7;1
2615;1023a;1024a;2021-06-06 07:19:00;2021-06-06 07:20:00;241;32;0
2616;855a;857a;2021-06-06 07:19:00;2021-06-06 07:20:00;517;31;0
2617;T27d;T26d;2021-06-06 07:18:00;2021-06-06 07:20:00;115;10;0
2618;T1a;T2a;2021-06-06 07:18:00;2021-06-06 07:20:00;112;10;0
2619;273d;270d;2021-06-06 07:19:00;2021-06-06 07:20:00;456;84;2
2620;262a;261a;2021-06-06 07:20:00;2021-06-06 07:20:00;367;84;1
2621;2198a;1288a;2021-06-06 07:20:00;2021-06-06 07:20:00;821;43;0
2622;96a;95a;2021-06-06 07:19:00;2021-06-06 07:20:00;435;9;0
2623;338d;339d;2021-06-06 07:20:00;2021-06-06 07:20:00;519;13;1
2624;1014d;1130a;2021-06-06 07:20:00;2021-06-06 07:20:00;217;44;2
2625; ;1140a;2021-06-06 07:15:00;2021-06-06 07:20:00;400;37;0
2626;1499a;1501a;2021-06-06 07:19:00;2021-06-06 07:20:00;520;60;0
2627;1508a;1509a;2021-06-06 07:19:00;2021-06-06 07:20:00;492;86;0
2628;T27d;T26d;2021-06-06 07:18:00;2021-06-06 07:20:00;116;10;0
2629;2257a;1693d;2021-06-06 07:19:00;2021-06-06 07:20:00;235;99;0
2630;1410d;1409d;2021-06-06 07:19:00;2021-06-06 07:20:00;695;53;0
2631;T11a;T12a;2021-06-06 07:17:00;2021-06-06 07:20:00;122;10;0
2632;318d;319d;2021-06-06 07:20:00;2021-06-06 07:20:00;874;8;0
2633;602a;601a;2021-06-06 07:19:00;2021-06-06 07:20:00;467;124;0
2634;1753a;1752d;2021-06-06 07:19:00;2021-06-06 07:20:00;566;66;0
2635;1624d;1611d;2021-06-06 07:19:00;2021-06-06 07:20:00;544;58;0
2636;796a;2171d;2021-06-06 07:20:00;2021-06-06 07:20:00;397;28;0
2637;1210d;1157d;2021-06-06 07:19:00;2021-06-06 07:20:00;849;42;0
2638;76a;75d;2021-06-06 07:20:00;2021-06-06 07:20:00;274;1;0
2639;1024a;1025a;2021-06-06 07:20:00;2021-06-06 07:20:00;241;32;0
2640; ;T30a;2021-06-06 07:16:00;2021-06-06 07:20:00;165;10;2
2641;1113d;1114d;2021-06-06 07:20:00;2021-06-06 07:20:00;837;41;0
2642;881a;853d;2021-06-06 07:19:00;2021-06-06 07:20:00;242;29;0
2643;1183d;1182d;2021-06-06 07:18:00;2021-06-06 07:20:00;420;39;1
2644;1565a;1566a;2021-06-06 07:19:00;2021-06-06 07:20:00;379;59;0
2645;261a;260a;2021-06-06 07:20:00;2021-06-06 07:20:00;367;84;1
2646;944a;919a;2021-06-06 07:20:00;2021-06-06 07:20:00;699;30;0
2647;775d;773d;2021-06-06 07:20:00;2021-06-06 07:20:00;516;89;0
2648; ;T1a;2021-06-06 07:15:00;2021-06-06 07:20:00;148;10;0
2649;193a;194a;2021-06-06 07:20:00;2021-06-06 07:20:00;352;11;2
2650; ;703a;2021-05-06 21:17:00;2021-06-06 07:20:00;558;16;0
2651;2445a;2444d;2021-06-06 07:20:00;2021-06-06 07:20:00;485;51;0
2652;196a;569a;2021-06-06 07:20:00;2021-06-06 07:20:00;631;23;0
2653;1659d;1656a;2021-06-06 07:18:00;2021-06-06 07:20:00;622;67;0
2654;22a;3a;2021-06-06 07:20:00;2021-06-06 07:20:00;390;65;0
2655;2112a;3a;2021-06-06 07:19:00;2021-06-06 07:20:00;419;64;1
2656;1288a;1289a;2021-06-06 07:19:00;2021-06-06 07:20:00;595;81;0
2657;1858d;1857d;2021-06-06 07:19:00;2021-06-06 07:20:00;596;3;0
2658;2184d;636d;2021-06-06 07:19:00;2021-06-06 07:20:00;206;92;0
2659;1025a;1026a;2021-06-06 07:20:00;2021-06-06 07:20:00;241;32;0
2660;1792a;1791a;2021-06-06 07:20:00;2021-06-06 07:20:00;648;69;0
2661;54a;9a;2021-06-06 07:18:00;2021-06-06 07:20:00;402;2;0
2662; ;T13a;2021-06-06 07:15:00;2021-06-06 07:20:00;78;10;0
2663;601a;600a;2021-06-06 07:20:00;2021-06-06 07:20:00;475;79;0
2664;2029a;364a;2021-06-06 07:20:00;2021-06-06 07:20:00;550;19;0
2665;109a;108a;2021-06-06 07:20:00;2021-06-06 07:20:00;408;7;1
2666;1641a;1640a;2021-06-06 07:19:00;2021-06-06 07:20:00;335;45;0
2667;1540a;1412a;2021-06-06 07:19:00;2021-06-06 07:20:00;283;56;0
2668;319d;320d;2021-06-06 07:20:00;2021-06-06 07:20:00;874;8;0
2669;1182d;1181d;2021-06-06 07:20:00;2021-06-06 07:20:00;420;39;1
2670;T13a;T13d;2021-06-06 07:20:00;2021-06-06 07:20:00;78;10;0
2671;601a;600a;2021-06-06 07:20:00;2021-06-06 07:20:00;467;124;0
2672; ;1690a;2021-05-06 23:26:00;2021-06-06 07:20:00;509;68;0
2673;857a;858a;2021-06-06 07:20:00;2021-06-06 07:20:00;517;31;0
2674;T9d;T8d;2021-06-06 07:20:00;2021-06-06 07:21:00;107;10;0
2675; ;T5d;2021-06-06 07:15:00;2021-06-06 07:21:00;50;10;0
2676;703a;702a;2021-06-06 07:20:00;2021-06-06 07:21:00;558;16;0
2677;1157d;1184d;2021-06-06 07:20:00;2021-06-06 07:21:00;849;42;0
2678;1140a;1139a;2021-06-06 07:20:00;2021-06-06 07:21:00;400;37;0
2679; ;T1a;2021-05-06 21:56:00;2021-06-06 07:21:00;151;10;0
2680;215d;216d;2021-06-06 07:19:00;2021-06-06 07:21:00;630;12;1
2681;25d;11d;2021-06-06 07:19:00;2021-06-06 07:21:00;591;73;0
2682;1857d;1856d;2021-06-06 07:20:00;2021-06-06 07:21:00;596;3;0
2683;1288a;1289a;2021-06-06 07:20:00;2021-06-06 07:21:00;821;43;0
2684;75d;74a;2021-06-06 07:20:00;2021-06-06 07:21:00;274;1;0
2685;1791a;1864a;2021-06-06 07:20:00;2021-06-06 07:21:00;648;69;0
2686;853d;852d;2021-06-06 07:20:00;2021-06-06 07:21:00;242;29;0
2687;1289a;1290a;2021-06-06 07:20:00;2021-06-06 07:21:00;595;81;0
2688;600a;599a;2021-06-06 07:20:00;2021-06-06 07:21:00;467;124;0
2689;T9d;T8d;2021-06-06 07:20:00;2021-06-06 07:21:00;108;10;0
2690;1114d;1115d;2021-06-06 07:20:00;2021-06-06 07:21:00;837;41;0
2691;1693d;1695d;2021-06-06 07:20:00;2021-06-06 07:21:00;235;99;0
2692;919a;920a;2021-06-06 07:20:00;2021-06-06 07:21:00;699;30;0
2693;95a;94a;2021-06-06 07:20:00;2021-06-06 07:21:00;435;9;0
2694;T2a;T3a;2021-06-06 07:20:00;2021-06-06 07:21:00;111;10;0
2695; ;T1a;2021-05-06 21:56:00;2021-06-06 07:21:00;152;10;0
2696; ;651a;2021-05-06 19:27:00;2021-06-06 07:21:00;207;93;0
2697;T2a;T3a;2021-06-06 07:20:00;2021-06-06 07:21:00;112;10;0
2698;T8a;T9a;2021-06-06 07:20:00;2021-06-06 07:21:00;144;10;0
2699; ;T29d;2021-06-06 07:15:00;2021-06-06 07:21:00;94;10;0
2700;1409d;1408d;2021-06-06 07:20:00;2021-06-06 07:21:00;695;53;0
2701;364a;359a;2021-06-06 07:20:00;2021-06-06 07:21:00;550;19;0
2702;1509a;2313a;2021-06-06 07:20:00;2021-06-06 07:21:00;492;86;0
2703;194a;205a;2021-06-06 07:20:00;2021-06-06 07:21:00;352;11;2
2704;T8a;T9a;2021-06-06 07:20:00;2021-06-06 07:21:00;143;10;0
2705;393a;15a;2021-06-06 07:20:00;2021-06-06 07:21:00;468;21;0
2706;2444d;2443d;2021-06-06 07:20:00;2021-06-06 07:21:00;485;51;0
2707;1611d;1610a;2021-06-06 07:20:00;2021-06-06 07:21:00;544;58;0
2708;636d;942d;2021-06-06 07:20:00;2021-06-06 07:21:00;206;92;0
2709;1026a;1027a;2021-06-06 07:20:00;2021-06-06 07:21:00;241;32;0
2710;320d;304a;2021-06-06 07:20:00;2021-06-06 07:21:00;874;8;0
2711; ;T30a;2021-06-06 07:20:00;2021-06-06 07:21:00;165;10;2
2712;1181d;1180d;2021-06-06 07:20:00;2021-06-06 07:21:00;420;39;1
2713;1004a;1006a;2021-06-06 07:20:00;2021-06-06 07:21:00;651;14;0
2714;270d;269d;2021-06-06 07:20:00;2021-06-06 07:21:00;456;84;2
2715;1184d;1183d;2021-06-06 07:21:00;2021-06-06 07:21:00;849;42;0
2716;765a;762a;2021-06-06 07:17:00;2021-06-06 07:21:00;504;27;0
2717;858a;859a;2021-06-06 07:20:00;2021-06-06 07:21:00;517;31;0
2718;1752d;1801a;2021-06-06 07:20:00;2021-06-06 07:21:00;566;66;0
2719;1856d;1855d;2021-06-06 07:21:00;2021-06-06 07:21:00;596;3;0
2720;1289a;1290a;2021-06-06 07:21:00;2021-06-06 07:21:00;821;43;0
2721;1025a;1027a;2021-06-06 07:20:00;2021-06-06 07:21:00;923;36;1
2722;600a;599a;2021-06-06 07:20:00;2021-06-06 07:21:00;475;79;0
2723;1501a;1959d;2021-06-06 07:20:00;2021-06-06 07:21:00;520;60;0
2724; ;375a;2021-06-06 07:15:00;2021-06-06 07:21:00;546;20;0
2725;2243a;2244a;2021-06-06 07:19:00;2021-06-06 07:21:00;298;52;0
2726;260a;259a;2021-06-06 07:20:00;2021-06-06 07:21:00;367;84;1
2727;599a;598a;2021-06-06 07:21:00;2021-06-06 07:21:00;467;124;0
2728;1695d;1696d;2021-06-06 07:21:00;2021-06-06 07:21:00;235;99;0
2729;1566a;1567a;2021-06-06 07:20:00;2021-06-06 07:21:00;379;59;0
2730;2216a;1020d;2021-06-06 07:18:00;2021-06-06 07:21:00;919;38;0
2731;216d;217d;2021-06-06 07:21:00;2021-06-06 07:21:00;630;12;1
2732;1656a;1655d;2021-06-06 07:20:00;2021-06-06 07:21:00;622;67;0
2733;T12a;T13a;2021-06-06 07:20:00;2021-06-06 07:21:00;122;10;0
2734;942d;635d;2021-06-06 07:21:00;2021-06-06 07:21:00;206;92;0
